epoch,train_loss,val_acc
1,0.13088880641243167,89.36605316973416
2,0.27172471663561315,99.69325153374233
3,0.06665384146617725,99.18200408997956
4,0.0257119883100954,99.18200408997956
5,0.01651009473287212,99.69325153374233
6,0.0009894751904842753,99.59100204498978
7,0.00022610531301498193,99.59100204498978
8,0.0001531437888583501,99.59100204498978
9,0.00013148938190473322,99.59100204498978
10,0.00012390645150887956,99.59100204498978
