epoch,train_loss,val_acc
1,0.9978887098176139,40.38854805725971
2,0.6435914273772921,84.96932515337423
3,0.3145483998315675,87.6278118609407
4,0.2658973996128355,88.85480572597137
5,0.23319616967013904,92.02453987730061
6,0.21481375520428023,91.20654396728017
7,0.2041027042127791,92.12678936605317
8,0.1898179409049806,91.92229038854806
9,0.18374789976293132,91.30879345603272
10,0.18079035436468466,91.41104294478528
